relationship,perm,rho_within
loop_to_overload,0,0.005012964563526361
loop_to_overload,1,0.03132073918590773
loop_to_overload,2,0.1884759435321233
loop_to_overload,3,0.07107873400008231
loop_to_overload,4,0.09267810840844548
loop_to_overload,5,0.12443511544635141
loop_to_overload,6,-0.023451454912129067
loop_to_overload,7,-0.03028357410379882
loop_to_overload,8,0.04026011441741778
loop_to_overload,9,-0.049051323208626575
loop_to_overload,10,0.17891097666378564
loop_to_overload,11,-0.0850886940774581
loop_to_overload,12,0.12718442606083052
loop_to_overload,13,-0.12751368481705558
loop_to_overload,14,-0.013771247479112647
loop_to_overload,15,0.12097789850598838
loop_to_overload,16,-0.09524632670700085
loop_to_overload,17,0.09323784829402806
loop_to_overload,18,0.03033296291723258
loop_to_overload,19,-0.05403959336543605
loop_to_overload,20,-0.11608840597604642
loop_to_overload,21,0.12576861340906284
loop_to_overload,22,0.08964892785117504
loop_to_overload,23,0.19720130057208707
loop_to_overload,24,-0.00909577314071696
loop_to_overload,25,0.003465448409268634
loop_to_overload,26,-0.08848005926657612
loop_to_overload,27,-0.03823517306663374
loop_to_overload,28,0.17110754414125198
loop_to_overload,29,0.0018520805037658967
loop_to_overload,30,0.026826357163435812
loop_to_overload,31,0.23521422397826894
loop_to_overload,32,0.039815615096513976
loop_to_overload,33,0.03522245544717454
loop_to_overload,34,0.34787010742066926
loop_to_overload,35,-0.1373091328147508
loop_to_overload,36,0.11142939457546198
loop_to_overload,37,-0.05506029550973371
loop_to_overload,38,-0.08276741984607153
loop_to_overload,39,0.053364612915174706
loop_to_overload,40,0.353467506276495
loop_to_overload,41,0.0747170432563691
loop_to_overload,42,0.05998271391529818
loop_to_overload,43,0.12306869160801744
loop_to_overload,44,0.255891673869202
loop_to_overload,45,0.0832283821047866
loop_to_overload,46,0.17489401983784006
loop_to_overload,47,0.1317281968967362
loop_to_overload,48,-0.07267563896777379
loop_to_overload,49,0.07572128246285549
loop_to_overload,50,0.11524879614767253
loop_to_overload,51,-0.03999670741243775
loop_to_overload,52,-0.12642713092151295
loop_to_overload,53,-0.08011688685845987
loop_to_overload,54,0.05522492488784623
loop_to_overload,55,-0.05538955426595875
loop_to_overload,56,0.19978598180845372
loop_to_overload,57,-0.13821459439436964
loop_to_overload,58,0.0345804008725357
loop_to_overload,59,0.30350249001934393
loop_to_overload,60,0.09201959089599539
loop_to_overload,61,0.1310038276330411
loop_to_overload,62,-0.03586451002181339
loop_to_overload,63,-0.0127834712104375
loop_to_overload,64,-0.07451948800263407
loop_to_overload,65,0.13177758571016998
loop_to_overload,66,0.018446721817508335
loop_to_overload,67,0.20411573445281309
loop_to_overload,68,-0.005671482075976458
loop_to_overload,69,-0.17053134131785816
loop_to_overload,70,0.1381981314565584
loop_to_overload,71,-0.006708647158085361
loop_to_overload,72,-0.07977116516442358
loop_to_overload,73,0.00889821788698193
loop_to_overload,74,0.08750874593571221
loop_to_overload,75,0.034284067991933155
loop_to_overload,76,0.052788410091780875
loop_to_overload,77,0.235872741490719
loop_to_overload,78,-0.06668312960447792
loop_to_overload,79,0.12970325554595216
loop_to_overload,80,0.1887064246614808
loop_to_overload,81,0.1367823188047907
loop_to_overload,82,0.14004198049141867
loop_to_overload,83,0.06776968350002058
loop_to_overload,84,0.05525785076346874
loop_to_overload,85,0.11687862699098654
loop_to_overload,86,0.2592665761205087
loop_to_overload,87,0.12300283985677245
loop_to_overload,88,-0.04951228546734164
loop_to_overload,89,0.04220274107914557
loop_to_overload,90,-0.0724616207762275
loop_to_overload,91,-0.0413631312507717
loop_to_overload,92,0.10915750915750914
loop_to_overload,93,0.020751533111083673
loop_to_overload,94,0.03668765691237601
loop_to_overload,95,0.2824299296209408
loop_to_overload,96,0.372120014816644
loop_to_overload,97,-0.020257644976746095
loop_to_overload,98,0.0785199818907684
loop_to_overload,99,0.07539202370663044
loop_to_overload,100,0.19535745153722683
loop_to_overload,101,0.051899411449973246
loop_to_overload,102,0.03033296291723258
loop_to_overload,103,-0.01711322385479689
loop_to_overload,104,-0.01530230069555912
loop_to_overload,105,0.19035271844260607
loop_to_overload,106,0.1712063217681195
loop_to_overload,107,0.05690414454459398
loop_to_overload,108,0.13956455529489237
loop_to_overload,109,0.07326830472897888
loop_to_overload,110,0.3303370786516854
loop_to_overload,111,-0.17978351236778203
loop_to_overload,112,0.18403095032308514
loop_to_overload,113,0.1201382886776145
loop_to_overload,114,0.04193933407416553
loop_to_overload,115,0.024538008807671728
loop_to_overload,116,0.015450467135860391
loop_to_overload,117,0.13551467259332425
loop_to_overload,118,0.12296991398114994
loop_to_overload,119,-0.20999300325143022
loop_to_overload,120,0.2790221014940116
loop_to_overload,121,0.02987200065851751
loop_to_overload,122,0.10655636498333126
loop_to_overload,123,-0.041231427748281674
loop_to_overload,124,0.026431246655965752
loop_to_overload,125,0.10859776927192658
loop_to_overload,126,0.06067415730337078
loop_to_overload,127,0.06268263571634358
loop_to_overload,128,0.20569617648269334
loop_to_overload,129,0.07833888957484464
loop_to_overload,130,0.08958307609993003
loop_to_overload,131,0.41309626702885127
loop_to_overload,132,0.22892538173437046
loop_to_overload,133,0.10300037041610074
loop_to_overload,134,-0.06006502860435444
loop_to_overload,135,-0.10774169650574143
loop_to_overload,136,0.13378606412314276
loop_to_overload,137,0.05613038646746511
loop_to_overload,138,0.09937852409762521
loop_to_overload,139,-0.017788204305058234
loop_to_overload,140,-0.01345845166069885
loop_to_overload,141,0.10505823764250731
loop_to_overload,142,0.30597193069103173
loop_to_overload,143,-0.13400008231468907
loop_to_overload,144,-0.034531012059101945
loop_to_overload,145,-0.24308350825204758
loop_to_overload,146,0.07259332427871754
loop_to_overload,147,-0.067275795365683
loop_to_overload,148,-0.04590690208667736
loop_to_overload,149,0.04654895666131621
loop_to_overload,150,0.24586574474214923
loop_to_overload,151,0.09241470140346543
loop_to_overload,152,-0.03551878832777709
loop_to_overload,153,0.0059019632053339925
loop_to_overload,154,0.07866814833106966
loop_to_overload,155,0.09559204840103716
loop_to_overload,156,0.25190764291887885
loop_to_overload,157,0.0822241428983002
loop_to_overload,158,0.0065440177799728355
loop_to_overload,159,-0.0287689838251636
loop_to_overload,160,-0.1176523850681154
loop_to_overload,161,0.020027163847388563
loop_to_overload,162,0.1716508210890233
loop_to_overload,163,0.03337860641231428
loop_to_overload,164,0.10290159278923323
loop_to_overload,165,0.1317281968967362
loop_to_overload,166,-0.10179857595587932
loop_to_overload,167,0.1143268716302424
loop_to_overload,168,-0.11075441412520062
loop_to_overload,169,0.07977116516442358
loop_to_overload,170,-0.07483228382104785
loop_to_overload,171,0.11444211219492118
loop_to_overload,172,0.010873770424332222
loop_to_overload,173,-0.07397621105486274
loop_to_overload,174,0.062238136395439764
loop_to_overload,175,-0.04057291023583158
loop_to_overload,176,0.024389842367370452
loop_to_overload,177,0.08280034572169402
loop_to_overload,178,0.08220767996048896
loop_to_overload,179,0.08202658764456516
loop_to_overload,180,0.2670535457052311
loop_to_overload,181,0.060180269169033206
loop_to_overload,182,0.2780013993497139
loop_to_overload,183,0.11210437502572333
loop_to_overload,184,-0.13105321644647488
loop_to_overload,185,0.09934559822200272
loop_to_overload,186,0.021574680001646293
loop_to_overload,187,0.0665514261019879
loop_to_overload,188,0.08253693871671398
loop_to_overload,189,0.11854138370992301
loop_to_overload,190,-0.05825410544511667
loop_to_overload,191,-0.048919619706136556
loop_to_overload,192,0.12227847059307734
loop_to_overload,193,0.10059678149565787
loop_to_overload,194,0.0823558464007902
loop_to_overload,195,0.13925175947647858
loop_to_overload,196,-0.0021484133843684403
loop_to_overload,197,0.024142898300201672
loop_to_overload,198,0.05909371527349054
loop_to_overload,199,0.09743589743589744
loop_to_overload,200,0.08471004650779931
loop_to_overload,201,-0.10637527266740748
loop_to_overload,202,0.21825739803267893
loop_to_overload,203,0.018874758200600895
loop_to_overload,204,-0.03299995884265547
loop_to_overload,205,0.16116392970325555
loop_to_overload,206,0.1724575050417747
loop_to_overload,207,0.058435197761040454
loop_to_overload,208,0.07843766720171215
loop_to_overload,209,0.16870395522080914
loop_to_overload,210,0.08034736798781741
loop_to_overload,211,-0.007828126929250525
loop_to_overload,212,0.07392682224142898
loop_to_overload,213,0.18984236737045723
loop_to_overload,214,0.13745729925505204
loop_to_overload,215,-0.013441988722887597
loop_to_overload,216,0.09369881055274314
loop_to_overload,217,0.10225953821459438
loop_to_overload,218,-0.10155163188871054
loop_to_overload,219,-0.10265464872206444
loop_to_overload,220,-0.11985841873482322
loop_to_overload,221,0.09276042309750175
loop_to_overload,222,-0.06908671852492076
loop_to_overload,223,0.03194633082273532
loop_to_overload,224,-0.046631271350372476
loop_to_overload,225,0.06421368893279004
loop_to_overload,226,-0.10247355640614067
loop_to_overload,227,-0.07117751162694981
loop_to_overload,228,0.08780507881631476
loop_to_overload,229,-0.14698934024776722
loop_to_overload,230,0.058122401942626654
loop_to_overload,231,0.025723340330081904
loop_to_overload,232,-0.05051652467382804
loop_to_overload,233,0.0533316870395522
loop_to_overload,234,0.014363913240317733
loop_to_overload,235,-0.05545540601720377
loop_to_overload,236,-0.04220274107914557
loop_to_overload,237,0.044079515989628344
loop_to_overload,238,0.004337984113265012
loop_to_overload,239,0.10443264600567971
loop_to_overload,240,0.04972630365888792
loop_to_overload,241,-0.04900193439519281
loop_to_overload,242,0.01984607153146479
loop_to_overload,243,-0.18789974070872945
loop_to_overload,244,0.10453142363254721
loop_to_overload,245,-0.16356751862369837
loop_to_overload,246,0.10933860147343291
loop_to_overload,247,0.0853027122690044
loop_to_overload,248,-0.008519570317323127
loop_to_overload,249,0.05002263653949047
loop_to_overload,250,0.1516648145861629
loop_to_overload,251,0.003827633041116187
loop_to_overload,252,-0.14993620611598138
loop_to_overload,253,0.04691114129316376
loop_to_overload,254,0.05724986623863027
loop_to_overload,255,-0.08233938346297896
loop_to_overload,256,0.13959748117051488
loop_to_overload,257,0.014808412561221547
loop_to_overload,258,0.08913857677902622
loop_to_overload,259,0.1466765444293534
loop_to_overload,260,-0.032094497263036585
loop_to_overload,261,0.05074700580318557
loop_to_overload,262,-0.06986047660204962
loop_to_overload,263,0.17947071654936825
loop_to_overload,264,0.03841626538255752
loop_to_overload,265,0.025048359879820552
loop_to_overload,266,-0.12272296991398114
loop_to_overload,267,-0.026480635469399515
loop_to_overload,268,-0.07524385726632918
loop_to_overload,269,0.2878133102852204
loop_to_overload,270,0.08047907149030743
loop_to_overload,271,-0.19976951887064245
loop_to_overload,272,0.12275589578960364
loop_to_overload,273,-0.08375519611474667
loop_to_overload,274,-0.03309873646952298
loop_to_overload,275,0.17519035271844258
loop_to_overload,276,0.07845413013952339
loop_to_overload,277,-0.031962793760546566
loop_to_overload,278,-0.015549244762727907
loop_to_overload,279,0.126888093180228
loop_to_overload,280,0.0982425813886488
loop_to_overload,281,0.11136354282421697
loop_to_overload,282,0.12222908177964358
loop_to_overload,283,0.22890891879655922
loop_to_overload,284,0.027583652302753423
loop_to_overload,285,0.049347656089229114
loop_to_overload,286,0.05343046466641972
loop_to_overload,287,-0.013359674033831337
loop_to_overload,288,-0.0226447709593777
loop_to_overload,289,0.18208832366135735
loop_to_overload,290,0.02615137671317446
loop_to_overload,291,0.1271021113717743
loop_to_overload,292,-0.0017862287525208871
loop_to_overload,293,-0.053611556982343496
loop_to_overload,294,-0.09562497427665967
loop_to_overload,295,0.19858418734823227
loop_to_overload,296,0.0192534057702597
loop_to_overload,297,0.07731818743054697
loop_to_overload,298,-0.12451743013540767
loop_to_overload,299,0.10095896612750543
loop_to_overload,300,0.1125324114088159
loop_to_overload,301,0.23590566736634153
loop_to_overload,302,0.045330699263283536
loop_to_overload,303,-0.13041116187183602
loop_to_overload,304,-0.07079886405729101
loop_to_overload,305,0.14680824793184344
loop_to_overload,306,0.118343828456188
loop_to_overload,307,0.049429970778285384
loop_to_overload,308,0.2317570070379059
loop_to_overload,309,0.1920648639749763
loop_to_overload,310,0.16595464460633
loop_to_overload,311,0.09299090422685927
loop_to_overload,312,-0.06725933242787176
loop_to_overload,313,0.14372967856113922
loop_to_overload,314,0.08454541712968679
loop_to_overload,315,-0.1231510062970737
loop_to_overload,316,0.0823558464007902
loop_to_overload,317,0.08811787463472857
loop_to_overload,318,0.18231880479071486
loop_to_overload,319,0.08416676956002798
loop_to_overload,320,0.04867267563896777
loop_to_overload,321,0.002131950446557188
loop_to_overload,322,0.07670905873153064
loop_to_overload,323,0.027995225748034737
loop_to_overload,324,0.11361896530435855
loop_to_overload,325,-0.10202905708523684
loop_to_overload,326,0.06546487220644523
loop_to_overload,327,0.22062806107749927
loop_to_overload,328,0.09467012388360702
loop_to_overload,329,0.0026093756430835085
loop_to_overload,330,-0.04152776062888422
loop_to_overload,331,-0.024900193439519283
loop_to_overload,332,-0.029888463596328765
loop_to_overload,333,0.02639832078034325
loop_to_overload,334,0.04618677202946866
loop_to_overload,335,0.07455241387825658
loop_to_overload,336,0.03927233814874264
loop_to_overload,337,-0.06879038564431822
loop_to_overload,338,0.1940074906367041
loop_to_overload,339,0.11710910812034409
loop_to_overload,340,0.08815080051035107
loop_to_overload,341,-0.11589085072231138
loop_to_overload,342,0.1196608634810882
loop_to_overload,343,-0.0461373832160349
loop_to_overload,344,0.07290612009713134
loop_to_overload,345,0.029493353088858705
loop_to_overload,346,-0.006659258344651603
loop_to_overload,347,0.00629707371280405
loop_to_overload,348,0.14402601144174176
loop_to_overload,349,0.07012388360702967
loop_to_overload,350,0.0815985512614726
loop_to_overload,351,0.028423262131127298
loop_to_overload,352,0.09267810840844548
loop_to_overload,353,0.028554965633617316
loop_to_overload,354,0.14972218792443512
loop_to_overload,355,0.035831584146190885
loop_to_overload,356,0.13444458163559286
loop_to_overload,357,0.08344240029633287
loop_to_overload,358,-0.014413302053751492
loop_to_overload,359,-0.06673251841791167
loop_to_overload,360,-0.1197267152323332
loop_to_overload,361,0.26331645882207677
loop_to_overload,362,0.2781001769765814
loop_to_overload,363,0.03708276741984607
loop_to_overload,364,0.11068856237395562
loop_to_overload,365,-0.09162448038852532
loop_to_overload,366,0.1989134461044573
loop_to_overload,367,0.11058978474708811
loop_to_overload,368,0.17970119767872575
loop_to_overload,369,0.004025188294851215
loop_to_overload,370,0.26553895542659584
loop_to_overload,371,-0.0028233938346297893
loop_to_overload,372,0.07698892867432192
loop_to_overload,373,0.0693171996542783
loop_to_overload,374,-0.13388484175001028
loop_to_overload,375,0.02824216981520352
loop_to_overload,376,0.18734000082314686
loop_to_overload,377,-0.0189076840762234
loop_to_overload,378,0.14233032884718275
loop_to_overload,379,0.047503807054368845
loop_to_overload,380,0.2560069144338807
loop_to_overload,381,0.04554471745482981
loop_to_overload,382,0.05214635551714203
loop_to_overload,383,0.03914063464625262
loop_to_overload,384,0.09440671687862699
loop_to_overload,385,-0.031551220315265256
loop_to_overload,386,0.010297567600938388
loop_to_overload,387,-0.10023459686381034
loop_to_overload,388,-0.09990533810758531
loop_to_overload,389,0.09587191834382847
loop_to_overload,390,-0.0989340247767214
loop_to_overload,391,0.02904885376795489
loop_to_overload,392,-0.10313207391859076
loop_to_overload,393,-0.05435238918384986
loop_to_overload,394,0.17581594435527018
loop_to_overload,395,0.2602708153269951
loop_to_overload,396,0.05530723957690249
loop_to_overload,397,-0.02863728032267358
loop_to_overload,398,-0.2264559410626826
loop_to_overload,399,0.12479730007819896
loop_to_overload,400,0.23310696793842858
loop_to_overload,401,0.026365394904720747
loop_to_overload,402,0.25498621228958307
loop_to_overload,403,-0.022513067456887678
loop_to_overload,404,0.07580359715191175
loop_to_overload,405,-0.03854796888504754
loop_to_overload,406,0.12130715726221343
loop_to_overload,407,0.14936000329258756
loop_to_overload,408,0.026908671852492076
loop_to_overload,409,-0.20837963534592746
loop_to_overload,410,0.06133267481582089
loop_to_overload,411,0.04640079022101493
loop_to_overload,412,-0.09358356998806436
loop_to_overload,413,0.017409556735399432
loop_to_overload,414,0.002263653949047207
loop_to_overload,415,0.06666666666666667
loop_to_overload,416,0.09002757542083384
loop_to_overload,417,0.02048812610610363
loop_to_overload,418,-0.19827139152981849
loop_to_overload,419,0.07761452031114953
loop_to_overload,420,0.20982837387331768
loop_to_overload,421,0.13241964028480882
loop_to_overload,422,0.12650944561056918
loop_to_overload,423,-0.024768489937029257
loop_to_overload,424,0.036901675103922296
loop_to_overload,425,-0.03963452278059019
loop_to_overload,426,-0.04162653825575174
loop_to_overload,427,0.18673087212413056
loop_to_overload,428,0.13019714368028973
loop_to_overload,429,0.1262295756677779
loop_to_overload,430,0.06609046384327283
loop_to_overload,431,0.12711857430958554
loop_to_overload,432,0.2234596863810347
loop_to_overload,433,0.08051199736592994
loop_to_overload,434,-0.09024159361238013
loop_to_overload,435,-0.09134461044573404
loop_to_overload,436,0.16310655636498333
loop_to_overload,437,0.0019014693171996542
loop_to_overload,438,-0.11643412767008271
loop_to_overload,439,0.05435238918384986
loop_to_overload,440,0.10150224307527678
loop_to_overload,441,-0.08638926616454705
loop_to_overload,442,0.13648598592418815
loop_to_overload,443,0.0774169650574145
loop_to_overload,444,0.04215335226571181
